path	primary_subsystem	change_scope	conflict_risk	niffler_status	niffler_provenance	niffler_feature_clusters	niffler_report_section	aether_status	aether_provenance	aether_feature_clusters	aether_report_section	final_equal	niffler_to_aether_status	coverage_state
apps/aether-gateway/src/handlers/admin/billing/wallets/shared/requests.rs	billing_wallet	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#1-商业化计费与钱包	M	mapped	billing_wallet_payments:2,integration_merge:2	04-aether-upstream-updates.md#6-p1价格计费相关能力	no	M	mapped
apps/aether-gateway/src/handlers/admin/content_moderation.rs	gateway_other	niffler_only	medium	A	mapped	content_moderation:1	03-niffler-customizations.md#总览		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	D	mapped
apps/aether-gateway/src/handlers/admin/endpoint/health.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:2,provider_oauth_management:1,usage_observability:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/endpoint/health_builders/keys.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:4,provider_oauth_management:1,usage_observability:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/endpoint/health_builders/status.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:5,provider_oauth_management:1,usage_observability:2	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/features/background_tasks/routes.rs	gateway_other	niffler_only	medium	M	mapped	email_registration_auth:1,testing_ci_build:2	03-niffler-customizations.md#总览		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/features/gemini_files/read_routes.rs	provider_protocol	niffler_only	medium	M	mapped	provider_pool_management:1	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/mod.rs	gateway_other	both_changed_diverged	high	M	mapped	content_moderation:1,integration_merge:2,model_catalog_aliases:1,niffler_core_migration:3,public_site_image_tools:1	03-niffler-customizations.md#总览	M	mapped	admin_backup_notifications:1,integration_merge:4,model_catalog_pricing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/model/catalog_routes.rs	gateway_other	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#总览	M	mapped	model_catalog_pricing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/model/external_cache.rs	gateway_other	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#总览	M	mapped	model_catalog_pricing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/model/global/providers.rs	gateway_other	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#总览	M	mapped	integration_merge:2,other_provider_protocols:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/model/mod.rs	gateway_other	both_changed_diverged	high	M	mapped	integration_merge:2,public_site_image_tools:1	03-niffler-customizations.md#总览	M	mapped	model_catalog_pricing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/model/payloads.rs	gateway_other	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#总览	M	mapped	integration_merge:2,other_provider_protocols:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/model/routes.rs	gateway_other	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#总览	M	mapped	model_catalog_pricing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/model/routing.rs	gateway_other	both_changed_diverged	high	M	mapped	provider_pool_management:3	03-niffler-customizations.md#总览	M	mapped	integration_merge:6,openai_codex_responses:1,provider_oauth_management:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/model/write.rs	gateway_other	niffler_only	medium	M	mapped	integration_merge:1,managed_prompts_groups:1	03-niffler-customizations.md#总览		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/niffler.rs	gateway_other	niffler_only	medium	A	mapped	admin_frontend_experience:1,billing_plans_wallet_payments:7,integration_merge:1,managed_prompts_groups:1,niffler_core_migration:24,testing_ci_build:2,usage_accounting_observability:2	03-niffler-customizations.md#总览		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	D	mapped
apps/aether-gateway/src/handlers/admin/niffler_legacy_freeze.rs	gateway_other	niffler_only	medium	A	mapped	niffler_core_migration:1	03-niffler-customizations.md#总览		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	D	mapped
apps/aether-gateway/src/handlers/admin/niffler_legacy_projection.rs	gateway_other	niffler_only	medium	A	mapped	niffler_core_migration:1	03-niffler-customizations.md#总览		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	D	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/activity.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:1,runtime_performance:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/cache_affinity.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:5,openai_codex_responses:1,other_provider_protocols:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/cache_affinity_reads.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:1,openai_codex_responses:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/cache_model_mapping.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:2,runtime_performance:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/cache_payloads.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:1,openai_codex_responses:1,provider_oauth_management:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/resilience/history.rs	usage_observability	niffler_only	medium	M	mapped	provider_pool_management:1	03-niffler-customizations.md#5-用量统计与可观测性		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/resilience/snapshot.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:4,provider_oauth_management:1,usage_observability:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/tests/basics.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:1,usage_observability:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/tests/mod.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:6,provider_oauth_management:1,runtime_performance:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/tests/trace.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:8,openai_codex_responses:1,other_provider_protocols:1,routing_scheduler:1,stream_failover_timing:1,usage_observability:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/monitoring/trace.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:7,openai_codex_responses:1,routing_scheduler:1,stream_failover_timing:1,usage_observability:2	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/stats/analytics_routes.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:3,runtime_performance:1,workspace_architecture:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/stats/leaderboard_routes.rs	usage_observability	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	stream_failover_timing:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/usage/analytics/filters.rs	usage_observability	niffler_only	medium	M	mapped	provider_pool_management:1	03-niffler-customizations.md#5-用量统计与可观测性		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/usage/analytics/mod.rs	usage_observability	niffler_only	medium	M	mapped	provider_pool_management:1	03-niffler-customizations.md#5-用量统计与可观测性		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/usage/analytics_routes/aggregation.rs	usage_observability	both_changed_diverged	high	M	mapped	usage_accounting_observability:1	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:1,provider_oauth_management:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/usage/detail_routes.rs	usage_observability	both_changed_diverged	high	M	mapped	codex_responses_images:1,niffler_core_migration:1,provider_pool_management:1,usage_accounting_observability:1	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:2,usage_observability:2	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/usage/replay.rs	usage_observability	both_changed_diverged	high	M	mapped	provider_pool_management:1	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	integration_merge:1,usage_observability:1	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/observability/usage/summary_routes.rs	usage_observability	both_changed_diverged	high	M	mapped	codex_responses_images:1,data_schema_storage:1,niffler_core_migration:1,provider_pool_management:1,usage_accounting_observability:1	03-niffler-customizations.md#5-用量统计与可观测性	M	mapped	gemini_antigravity_protocol:1,integration_merge:8,openai_codex_responses:1,testing_ci_build:2,usage_observability:6	04-aether-upstream-updates.md#2-p0流式故障切换和耗时口径	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/crud/delete_task.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:1	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/crud/pool.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:1	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/crud/reads.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:1	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/crud/writes.rs	provider_protocol	both_changed_diverged	high	M	mapped	niffler_core_migration:1	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录	M	mapped	integration_merge:3,openai_codex_responses:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/delete_task.rs	provider_protocol	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录	M	mapped	integration_merge:3,openai_codex_responses:1,provider_oauth_management:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoint_keys/mutations/batch.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoint_keys/mutations/codex_reset_credit.rs	provider_protocol	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录	A	mapped	integration_merge:1,openai_codex_responses:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	A	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoint_keys/mutations/create.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoint_keys/mutations/delete.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoint_keys/mutations/mod.rs	provider_protocol	both_changed_diverged	high	M	mapped	integration_merge:2,provider_pool_management:1	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录	M	mapped	integration_merge:1,openai_codex_responses:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoint_keys/mutations/oauth_invalid.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoint_keys/mutations/reset_codex_quota.rs	provider_protocol	niffler_only	medium	A	mapped	integration_merge:2,provider_pool_management:1	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	D	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoint_keys/mutations/reset_cycle_stats.rs	provider_protocol	both_changed_diverged	high	M	mapped	codex_responses_images:1,integration_merge:1,niffler_core_migration:2,usage_accounting_observability:1	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录	M	mapped	integration_merge:1,openai_codex_responses:1,runtime_performance:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoint_keys/mutations/update.rs	provider_protocol	both_changed_diverged	high	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录	M	mapped	integration_merge:1,provider_oauth_management:1,runtime_performance:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoints_admin/create.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoints_admin/delete.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoints_admin/reads.rs	provider_protocol	aether_only	low		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录	M	mapped	integration_merge:4,other_provider_protocols:1,provider_oauth_management:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/endpoints_admin/update.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		historical_only	integration_merge:1,provider_oauth_management:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/models/assign_global.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/models/batch.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		historical_only	integration_merge:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/models/create.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		historical_only	integration_merge:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/models/delete.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/models/import.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/models/payloads.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:1	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		historical_only	integration_merge:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/models/update.rs	provider_protocol	niffler_only	medium	M	mapped	niffler_core_migration:2	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录		historical_only	integration_merge:1	04-aether-upstream-updates.md#4-p1协议和-provider	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/batch/execution.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	integration_merge:1,provider_oauth_import:4,release_deployment_operations:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:8,openai_codex_responses:2,other_provider_protocols:2,provider_oauth_management:2	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/batch/kiro_import.rs	routing_scheduler	niffler_only	high	M	mapped	provider_oauth_import:1	03-niffler-customizations.md#2-niffler-core		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/batch/mod.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:4,openai_codex_responses:1,provider_oauth_management:1,testing_ci_build:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/batch/orchestration.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:5,openai_codex_responses:1,other_provider_protocols:2	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/batch/parse.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	integration_merge:2,provider_oauth_import:4,release_deployment_operations:1	03-niffler-customizations.md#2-niffler-core	M	mapped	auth_security_privacy:1,gemini_antigravity_protocol:3,integration_merge:12,openai_codex_responses:2,other_provider_protocols:2,provider_oauth_management:3	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/batch/task.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:5,openai_codex_responses:1,other_provider_protocols:2	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/complete/key.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	provider_oauth_import:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,openai_codex_responses:1,provider_oauth_management:1,provider_request_runtime:1,runtime_performance:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/complete/provider.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	provider_oauth_import:2	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,openai_codex_responses:1,provider_oauth_management:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/cookie.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	A	mapped	integration_merge:2,provider_oauth_management:1,stream_failover_timing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	A	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/cookie_task.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	A	mapped	integration_merge:2,provider_oauth_management:1,stream_failover_timing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	A	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/device/authorize.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,other_provider_protocols:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/device/poll.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	provider_oauth_import:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:5,other_provider_protocols:2	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/device/session.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,other_provider_protocols:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/helpers.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:2,openai_codex_responses:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/import.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	provider_oauth_import:3	03-niffler-customizations.md#2-niffler-core	M	mapped	gemini_antigravity_protocol:1,integration_merge:12,openai_codex_responses:3,other_provider_protocols:3,provider_oauth_management:4	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/mod.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,openai_codex_responses:1,provider_oauth_management:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/refresh/execution.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	grok_oauth:1,integration_merge:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:5,openai_codex_responses:1,provider_oauth_management:2	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/refresh/request.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:1,openai_codex_responses:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/refresh/response.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:1,provider_oauth_management:2	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/start.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	provider_oauth_import:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:4,openai_codex_responses:1,other_provider_protocols:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/tasks.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,openai_codex_responses:1,provider_oauth_management:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/token_import.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,provider_oauth_management:2	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/handlers/admin/provider/oauth/duplicates.rs	auth_security	both_changed_diverged	critical	M	mapped	billing_plans_wallet_payments:1,provider_oauth_import:1	03-niffler-customizations.md#3-provideroauth客户端兼容和模型目录	M	mapped	integration_merge:6,openai_codex_responses:1,other_provider_protocols:1,provider_oauth_management:1	04-aether-upstream-updates.md#5-p1鉴权安全和隐私	no	M	mapped
